1,547,9978.26
2,548,13438.8
3,549,20191.1
4,550,18889.2
5,551,34447.6
6,552,12892.1
7,553,19768.6
8,554,18504.6
9,555,13398.9
10,556,27647.3
11,557,21102.1
12,558,13971.6
13,559,18803
14,560,29527.4
15,561,17869.4
16,562,20602
17,563,18197.1
18,564,18601.5
19,565,5249.22
20,566,15415.9
21,567,9392.34
22,568,6741.64
23,569,25335.7
24,570,12021.8
25,571,11986.4
26,572,25873.7
27,573,15499
28,574,17400.7
29,575,29162.5
30,576,10833.9
31,577,15677.7
32,578,15801.3
33,579,9454.9
34,580,12920.3
35,581,10291.2
36,582,12201.7
37,583,2297.62
38,584,4456.96
39,585,13475.7
40,586,3733.32
41,587,16139.5
42,588,4241.4
43,589,10515.3
44,590,14257.1
45,591,12476.4
46,592,13136.6
47,593,5784.32
48,594,9956.14
49,595,6991.16
50,596,9516
51,597,3154.6
52,598,4082.56
53,599,9330.66
54,600,2519.74
55,601,3556.84
56,602,8594.26
57,603,3293.7
58,604,11925
59,605,10451.6
60,606,10296.9
61,607,10528.9
62,608,10945
63,609,7437.84
64,610,18208.6
65,611,6936.18
66,612,12386.7
67,613,7717.18
68,614,13053.5
69,615,12541.1
70,616,8960.84
71,617,7959.84
72,618,14593.3
73,619,15351.8
74,620,5285.44
75,621,5370.46
76,622,11917.7
77,623,15997.1
78,624,13662.9
79,625,7676.66
80,626,20631.6
81,627,16704.1
82,628,11530.4
83,629,8589.82
84,630,12876.2
85,631,26566.9
86,632,10586.7
87,633,11955.1
88,634,9158.32
89,635,4740.78
90,636,4425.1
91,637,14158.4
92,638,3493
93,639,8727.72
94,640,942.04
95,641,5505.62
96,642,1174.82
97,643,12609.7
98,644,16873.8
99,645,9054.32
100,646,7185.26
101,647,6289.42
102,648,7363.44
103,649,3486.26
104,650,6200.36
105,651,1967.26
106,652,7719.82
107,653,7261.94
108,654,7538.2
109,655,6056.2
110,656,11321.2
111,657,10927
112,658,7318.46
113,659,7569.46
114,660,4294.9
115,661,8087.22
116,662,4749.42
117,663,1648.16
118,664,8572.14
119,665,2557.74
120,666,3014.74
121,667,7571.64
122,668,3887.46
123,669,8563.86
124,670,3601.7
125,671,4448.3
126,672,1014.58
127,673,4275.64
128,674,1728.3
129,675,7697.5
130,676,5986.82
131,677,10011.6
132,678,7937
133,679,10384.2
134,680,6713.3
135,681,10959.5
136,682,12782.4
137,683,4696.82
138,684,2933.18
139,685,3263.08
140,686,2194.46
141,687,10586.9
142,688,10212.3
143,689,8148.5
144,690,6159.12
145,691,14382.7
146,692,13860.5
147,693,12524.4
148,694,13287.9
149,695,8331.36
150,696,2935
151,697,3436.66
152,698,4922.8
153,699,8865.6
154,700,10252.2
155,701,8938.2
156,702,8695.4
157,703,11700.8
158,704,12493.1
159,705,9165.14
160,706,10159.7
161,707,3523.6
162,708,1285.4
163,709,835.86
164,710,4965.72
165,711,923.56
166,712,4825.96
167,713,2311.24
168,714,528.08
169,715,1118.18
170,716,10518.2
171,717,2189.38
172,718,6062.66
173,719,1210.22
174,720,662.68
175,721,2477.38
176,722,1617.24
177,723,841.46
178,724,5132.06
179,725,3511.74
180,726,596.78
181,727,1293.94
182,728,4554.02
183,729,2401.64
184,730,2931.86
185,731,1899.16
186,732,931.04
187,733,1878.32
188,734,6057.02
189,735,7206.48
190,736,9871.46
191,737,7628.32
192,738,2492.14
193,739,307.8
194,740,2580.46
195,741,1797.8
196,742,1453.22
197,743,1472.88
198,744,4916.08
199,745,5985.18
200,746,5163.4
201,747,2238.54
202,748,3327.06
203,749,3089.58
204,750,3948.32
205,751,4080.46
206,752,1416.8
207,753,4015.7
208,754,2996.88
209,755,8923.22
210,756,12242.2
211,757,4204.56
212,758,1004.24
213,759,253.04
214,760,2863.1
215,761,412.76
216,762,2591.14
217,763,3493.8
218,764,2726.56
219,765,8091.36
220,766,8786.94
221,767,5028.14
222,768,5749.9
223,769,1714.64
224,770,2854.14
225,771,2147.7
226,772,4254.1
227,773,2078.52
228,774,4445.36
229,775,4706
230,776,6024.3
231,777,6413.06
232,778,7837.08
233,779,8068.34
234,780,1893.3
235,781,484.2
236,782,745.52
237,783,1636.94
238,784,604.44
239,785,1072.66
240,786,678.64
241,787,2420.7
242,788,731.12
243,789,1234.86
244,790,3829.18
245,791,1815.92
246,792,2396.9
247,793,2108.5
248,794,755.98
249,795,4857.96
250,796,1228.92
251,797,568.44
252,798,1322.86
253,799,2824.28
254,800,1862.26
255,801,606.72
256,802,976.7
257,803,3018.6
258,804,3443.3
259,805,6103.56
260,806,3105.6
261,807,2559.3
